pulse_id,abs_frame,time_s,metric_raw,metric_sm
1,3130,6.054046,0.010000,0.010000
1,3131,6.055980,0.015000,0.011000
1,3132,6.057914,0.010000,0.008000
1,3133,6.059849,0.005000,0.006000
1,3134,6.061783,0.000000,0.003000
1,3135,6.063717,0.000000,0.007000
1,3136,6.065651,0.000000,0.007000
1,3137,6.067585,0.030000,0.007000
1,3138,6.069520,0.005000,0.009000
1,3139,6.071454,0.000000,0.010000
1,3140,6.073388,0.010000,0.004000
1,3141,6.075322,0.005000,0.003000
1,3142,6.077256,0.000000,0.004000
1,3143,6.079191,0.000000,0.002000
1,3144,6.081125,0.005000,0.001000
1,3145,6.083059,0.000000,0.003000
1,3146,6.084993,0.000000,0.006000
1,3147,6.086927,0.010000,0.006000
1,3148,6.088862,0.015000,0.009000
1,3149,6.090796,0.005000,0.011000
1,3150,6.092730,0.015000,0.011000
1,3151,6.094664,0.010000,0.010000
1,3152,6.096598,0.010000,0.010000
1,3153,6.098533,0.010000,0.010000
1,3154,6.100467,0.005000,0.008000
1,3155,6.102401,0.015000,0.007000
1,3156,6.104335,0.000000,0.008000
1,3157,6.106269,0.005000,0.008000
1,3158,6.108204,0.015000,0.006000
1,3159,6.110138,0.005000,0.007000
1,3160,6.112072,0.005000,0.008000
1,3161,6.114006,0.005000,0.009000
1,3162,6.115940,0.010000,0.010000
1,3163,6.117875,0.020000,0.011000
1,3164,6.119809,0.010000,0.012000
1,3165,6.121743,0.010000,0.010000
1,3166,6.123677,0.010000,0.008000
1,3167,6.125611,0.000000,0.008000
1,3168,6.127546,0.010000,0.008000
1,3169,6.129480,0.010000,0.006000
1,3170,6.131414,0.010000,0.007000
1,3171,6.133348,0.000000,0.009000
1,3172,6.135282,0.005000,0.007000
1,3173,6.137217,0.020000,0.007000
1,3174,6.139151,0.000000,0.008000
1,3175,6.141085,0.010000,0.007000
1,3176,6.143019,0.005000,0.004000
1,3177,6.144953,0.000000,0.005000
1,3178,6.146888,0.005000,0.004000
1,3179,6.148822,0.005000,0.005000
1,3180,6.150756,0.005000,0.008000
1,3181,6.152690,0.010000,0.008000
1,3182,6.154624,0.015000,0.008000
1,3183,6.156559,0.005000,0.009000
